B,"13063",9,hetero
I,"11664",9,hetero
Q,"19128",10,homo
B,"10730",10,homo
I,"12130",10,homo
Q,"17728",10,hetero
B,"10731",10,hetero
I,"11197",10,hetero
Q,"16329",11,homo
B,"11197",11,homo
I,"12130",11,homo
Q,"18662",11,hetero
B,"10730",11,hetero
I,"15863",11,hetero
Q,"35455",12,homo
B,"11197",12,homo
I,"14462",12,homo
Q,"17728",12,hetero
B,"13996",12,hetero
I,"17261",12,hetero
Q,"40121",13,homo
B,"25659",13,homo
I,"20060",13,homo
Q,"23327",13,hetero
B,"13996",13,hetero
I,"14463",13,hetero
Q,"19594",14,homo
B,"20061",14,homo
I,"20994",14,homo
Q,"20060",14,hetero
B,"39655",14,hetero
I,"38722",14,hetero
Q,"19594",15,homo
B,"17262",15,homo
I,"16329",15,homo
Q,"21461",15,hetero
B,"19594",15,hetero
I,"25193",15,hetero
Q,"74645",16,homo
B,"17728",16,homo
I,"22860",16,homo
Q,"26592",16,hetero
B,"24259",16,hetero
I,"24726",16,hetero
Q,"29391",17,homo
B,"19128",17,homo
I,"20528",17,homo
Q,"21927",17,hetero
B,"20061",17,hetero
I,"27525",17,hetero
Q,"61115",18,homo
B,"38722",18,homo
I,"20994",18,homo
Q,"2620966",18,hetero
B,"28458",18,hetero
I,"40121",18,hetero
Q,"12597",19,homo
B,"31257",19,homo
I,"31258",19,homo
Q,"13063",19,hetero
B,"27525",19,hetero
I,"34523",19,hetero
Q,"14928",20,homo
B,"31724",20,homo
I,"36389",20,homo
Q,"16795",20,hetero
B,"39188",20,hetero
I,"26592",20,hetero
Q,"12597",21,homo
B,"25193",21,homo
I,"43854",21,homo
Q,"17262",21,hetero
B,"26592",21,hetero
I,"28924",21,hetero
Q,"16328",22,homo
B,"26126",22,homo
I,"37323",22,homo
Q,"17729",22,hetero
B,"34990",22,hetero
I,"28925",22,hetero
Q,"17262",23,homo
B,"46652",23,homo
I,"41521",23,homo
Q,"16329",23,hetero
B,"28459",23,hetero
I,"50385",23,hetero
Q,"13530",24,homo
B,"28925",24,homo
I,"32657",24,homo
Q,"14463",24,hetero
B,"67180",24,hetero
I,"35457",24,hetero
Q,"13996",25,homo
B,"45720",25,homo
I,"62982",25,homo
Q,"15395",25,hetero
B,"44320",25,hetero
I,"35456",25,hetero
Q,"14929",26,homo
B,"67181",26,homo
I,"46653",26,homo
Q,"18661",26,hetero
B,"44321",26,hetero
I,"54584",26,hetero
Q,"15395",27,homo
B,"38722",27,homo
I,"55051",27,homo
Q,"15862",27,hetero
B,"55984",27,hetero
I,"42454",27,hetero
Q,"19595",28,homo
B,"40122",28,homo
I,"70446",28,homo
Q,"16328",28,hetero
B,"39655",28,hetero
I,"44320",28,hetero
Q,"14462",29,homo
B,"57383",29,homo
I,"56916",29,homo
Q,"15863",29,hetero
B,"41988",29,hetero
I,"62515",29,hetero
Q,"20061",30,homo
B,"95172",30,homo
I,"44321",30,homo
Q,"15862",30,hetero
B,"62515",30,hetero
I,"90040",30,hetero
Q,"15396",31,homo
B,"75578",31,homo
I,"64381",31,homo
Q,"22861",31,hetero
B,"70912",31,hetero
I,"83509",31,hetero
Q,"16795",32,homo
B,"68114",32,homo
I,"73711",32,homo
Q,"17728",32,hetero
B,"49919",32,hetero
I,"67181",32,hetero
Q,"15396",33,homo
B,"90973",33,homo
I,"52718",33,homo
Q,"23793",33,hetero
B,"53651",33,hetero
I,"75578",33,hetero
Q,"14929",34,homo
B,"75578",34,homo
I,"55050",34,homo
Q,"23326",34,hetero
B,"55516",34,hetero
I,"77443",34,hetero
Q,"16329",35,homo
B,"95172",35,homo
I,"60182",35,homo
Q,"22393",35,hetero
B,"76044",35,hetero
I,"77910",35,hetero
Q,"21927",36,homo
B,"60183",36,homo
I,"95639",36,homo
Q,"19127",36,hetero
B,"105436",36,hetero
I,"85375",36,hetero
Q,"19128",37,homo
B,"82575",37,homo
I,"110101",37,homo
Q,"24260",37,hetero
B,"87707",37,hetero
I,"93306",37,hetero
Q,"22860",38,homo
B,"114766",38,homo
I,"112901",38,homo
Q,"19128",38,hetero
B,"112900",38,hetero
I,"87707",38,hetero
Q,"21927",39,homo
B,"86774",39,homo
I,"114300",39,homo
Q,"31257",39,hetero
B,"69980",39,hetero
I,"161886",39,hetero
Q,"21927",40,homo
B,"122231",40,homo
I,"88641",40,homo
Q,"19127",40,hetero
B,"89573",40,hetero
I,"96105",40,hetero
Q,"16329",41,homo
B,"125030",41,homo
I,"97039",41,homo
Q,"20061",41,hetero
B,"91440",41,hetero
I,"83043",41,hetero
Q,"42454",42,homo
B,"81176",42,homo
I,"97038",42,homo
Q,"26592",42,hetero
B,"95173",42,hetero
I,"115233",42,hetero
Q,"19595",43,homo
B,"101237",43,homo
I,"104037",43,homo
Q,"20061",43,hetero
B,"94239",43,hetero
I,"124563",43,hetero
Q,"18662",44,homo
B,"154421",44,homo
I,"147891",44,homo
Q,"22860",44,hetero
B,"147890",44,hetero
I,"154887",44,hetero
Q,"21460",45,homo
B,"150690",45,homo
I,"144158",45,homo
Q,"30791",45,hetero
B,"105902",45,hetero
I,"172616",45,hetero
Q,"20528",46,homo
B,"165151",46,homo
I,"153022",46,homo
Q,"32657",46,hetero
B,"152555",46,hetero
I,"163285",46,hetero
Q,"22394",47,homo
B,"166551",47,homo
I,"172616",47,homo
Q,"31257",47,hetero
B,"158621",47,hetero
I,"121764",47,hetero
Q,"26592",48,homo
B,"159554",48,homo
I,"169816",48,homo
Q,"21927",48,hetero
B,"175882",48,hetero
I,"126896",48,hetero
Q,"21927",49,homo
B,"238397",49,homo
I,"166551",49,homo
Q,"33590",49,hetero
B,"123630",49,hetero
I,"131561",49,hetero
Q,"20061",50,homo
B,"159087",50,homo
I,"129229",50,homo
Q,"21927",50,hetero
B,"130628",50,hetero
I,"141359",50,hetero
Q,"26592",51,homo
B,"140892",51,homo
I,"142758",51,homo
Q,"24726",51,hetero
B,"131095",51,hetero
I,"187078",51,hetero
Q,"21927",52,homo
B,"175882",52,homo
I,"206206",52,homo
Q,"26126",52,hetero
B,"25192",52,hetero
I,"43387",52,hetero
Q,"61581",53,homo
B,"42455",53,homo
I,"27525",53,homo
Q,"112433",53,hetero
B,"26126",53,hetero
I,"50385",53,hetero
Q,"20062",54,homo
B,"25659",54,homo
I,"43387",54,homo
Q,"20527",54,hetero
B,"47586",54,hetero
I,"44787",54,hetero
Q,"16329",55,homo
B,"41054",55,homo
I,"56917",55,homo
Q,"17261",55,hetero
B,"47120",55,hetero
I,"29392",55,hetero
Q,"15395",56,homo
B,"27526",56,homo
I,"27992",56,homo
Q,"17728",56,hetero
B,"51318",56,hetero
I,"46653",56,hetero
Q,"18661",57,homo
B,"43387",57,homo
I,"53651",57,homo
Q,"17262",57,hetero
B,"45720",57,hetero
I,"48519",57,hetero
Q,"16795",58,homo
B,"50386",58,homo
I,"66714",58,homo
Q,"20994",58,hetero
B,"51785",58,hetero
I,"31724",58,hetero
Q,"18194",59,homo
B,"61582",59,homo
I,"41987",59,homo
Q,"20061",59,hetero
B,"49919",59,hetero
I,"51785",59,hetero
Q,"21927",60,homo
B,"58783",60,homo
I,"31724",60,homo
Q,"20527",60,hetero
B,"30791",60,hetero
I,"50852",60,hetero
Q,"21927",61,homo
B,"48519",61,homo
I,"33124",61,homo
Q,"18662",61,hetero
B,"32190",61,hetero
I,"34990",61,hetero
Q,"15862",62,homo
B,"49453",62,homo
I,"32191",62,homo
Q,"22860",62,hetero
B,"58316",62,hetero
I,"81176",62,hetero
Q,"15396",63,homo
B,"32658",63,homo
I,"63915",63,homo
Q,"17728",63,hetero
B,"33123",63,hetero
I,"36856",63,hetero
Q,"15862",64,homo
B,"81176",64,homo
I,"34524",64,homo
Q,"19128",64,hetero
B,"35457",64,hetero
I,"88641",64,hetero
Q,"21928",65,homo
B,"59250",65,homo
I,"37789",65,homo
Q,"49453",65,hetero
B,"61583",65,hetero
I,"60649",65,hetero
Q,"20061",66,homo
B,"280852",66,homo
I,"68113",66,homo
Q,"24260",66,hetero
B,"13063",66,hetero
I,"313041",66,hetero
Q,"23793",67,homo
B,"13063",67,homo
I,"13063",67,homo
Q,"25659",67,hetero
B,"13995",67,hetero
I,"14930",67,hetero
Q,"23793",68,homo
B,"13530",68,homo
I,"14929",68,homo
Q,"21460",68,hetero
B,"13529",68,hetero
I,"17262",68,hetero
Q,"24725",69,homo
B,"14928",69,homo
I,"14462",69,homo
Q,"27059",69,hetero
B,"13996",69,hetero
I,"16329",69,hetero
Q,"20528",70,homo
B,"13529",70,homo
I,"15396",70,homo
Q,"26126",70,hetero
B,"13996",70,hetero
I,"17728",70,hetero
Q,"18194",71,homo
B,"14929",71,homo
I,"14463",71,homo
Q,"27992",71,hetero
B,"11663",71,hetero
I,"11197",71,hetero
Q,"24259",72,homo
B,"15396",72,homo
I,"11197",72,homo
Q,"27058",72,hetero
B,"14462",72,hetero
I,"18661",72,hetero
Q,"24259",73,homo
B,"29391",73,homo
I,"10730",73,homo
Q,"20528",73,hetero
B,"11197",73,hetero
I,"13530",73,hetero
Q,"18662",74,homo
B,"14929",74,homo
I,"10731",74,homo
Q,"27992",74,hetero
B,"11197",74,hetero
I,"17728",74,hetero
Q,"24260",75,homo
B,"15862",75,homo
I,"16795",75,homo
Q,"25192",75,hetero
B,"15862",75,hetero
I,"18661",75,hetero
Q,"24259",76,homo
B,"11196",76,homo
I,"15861",76,homo
Q,"24726",76,hetero
B,"16795",76,hetero
I,"17262",76,hetero
Q,"25193",77,homo
B,"16328",77,homo
I,"16795",77,homo
Q,"28459",77,hetero
B,"16795",77,hetero
I,"18195",77,hetero
Q,"24259",78,homo
B,"15862",78,homo
I,"15862",78,homo
Q,"22394",78,hetero
B,"16328",78,hetero
I,"12597",78,hetero
Q,"16328",79,homo
B,"14929",79,homo
I,"10264",79,homo
Q,"27058",79,hetero
B,"17262",79,hetero
I,"16795",79,hetero
Q,"20062",80,homo
B,"14929",80,homo
I,"17262",80,homo
Q,"27059",80,hetero
B,"16329",80,hetero
I,"16795",80,hetero
Q,"25193",81,homo
B,"11663",81,homo
I,"14463",81,homo
Q,"24259",81,hetero
B,"13529",81,hetero
I,"20527",81,hetero
Q,"20060",82,homo
B,"15395",82,homo
I,"11663",82,homo
Q,"27059",82,hetero
B,"17728",82,hetero
I,"20527",82,hetero
Q,"22860",83,homo
B,"18195",83,homo
I,"17262",83,homo
Q,"29391",83,hetero
B,"11663",83,hetero
I,"20528",83,hetero
Q,"23326",84,homo
B,"15395",84,homo
I,"15396",84,homo
Q,"28458",84,hetero
B,"17261",84,hetero
I,"19127",84,hetero
Q,"27525",85,homo
B,"16795",85,homo
I,"19127",85,homo
Q,"26592",85,hetero
B,"11664",85,hetero
I,"21461",85,hetero
Q,"20527",86,homo
B,"11663",86,homo
I,"12130",86,homo
Q,"24726",86,hetero
B,"12596",86,hetero
I,"21927",86,hetero
Q,"17729",87,homo
B,"12597",87,homo
I,"13996",87,homo
Q,"23327",87,hetero
B,"13063",87,hetero
I,"20993",87,hetero
Q,"25193",88,homo
B,"13996",88,homo
I,"19594",88,homo
Q,"33590",88,hetero
B,"18661",88,hetero
I,"22393",88,hetero
Q,"21460",89,homo
B,"18661",89,homo
I,"18661",89,homo
Q,"27992",89,hetero
B,"17728",89,hetero
I,"22860",89,hetero
Q,"26593",90,homo
B,"20528",90,homo
I,"20528",90,homo
Q,"34057",90,hetero
B,"20061",90,hetero
I,"23326",90,hetero
Q,"25659",91,homo
B,"19128",91,homo
I,"19595",91,homo
Q,"32190",91,hetero
B,"19594",91,hetero
I,"24726",91,hetero
Q,"26592",92,homo
B,"20527",92,homo
I,"20060",92,homo
Q,"33124",92,hetero
B,"19127",92,hetero
I,"16795",92,hetero
Q,"24727",93,homo
B,"20994",93,homo
I,"20527",93,homo
Q,"29858",93,hetero
B,"14462",93,hetero
I,"22393",93,hetero
Q,"27058",94,homo
B,"18195",94,homo
I,"18661",94,homo
Q,"28459",94,hetero
B,"16329",94,hetero
I,"21927",94,hetero
Q,"27991",95,homo
B,"20527",95,homo
I,"23793",95,homo
Q,"35456",95,hetero
B,"28925",95,hetero
I,"22860",95,hetero
Q,"25193",96,homo
B,"20528",96,homo
I,"13996",96,homo
Q,"35457",96,hetero
B,"19127",96,hetero
I,"25659",96,hetero
Q,"25193",97,homo
B,"20061",97,homo
I,"22394",97,homo
Q,"34057",97,hetero
B,"19594",97,hetero
I,"26592",97,hetero
Q,"39655",98,homo
B,"14928",98,homo
I,"20060",98,homo
Q,"40121",98,hetero
B,"20994",98,hetero
I,"17262",98,hetero
Q,"30324",99,homo
B,"17262",99,homo
I,"20061",99,homo
Q,"36390",99,hetero
B,"15862",99,hetero
I,"25193",99,hetero
